"start_time","volume","duration","mean_flowrate","mean_temp_out","mean_temp_in","type","enthalpy"
2015-10-12 06:22:20,3.776,1.98333333333333,1.90386554621849,44.5,15,"hot",0.129462257777778
2015-10-12 06:26:20,0.361330000000001,1,0.361330000000001,46,16,"hot",0.0125983726666667
2015-10-12 06:58:19,1.344,3.01666666666667,0.445524861878453,43.3333333333333,14.6666666666667,"hot",0.0447780977777778
2015-10-12 07:10:20,0.628,0.983333333333333,0.63864406779661,44,15,"hot",0.0211663911111111
2015-10-12 07:16:19,48.12667,6.01666666666667,7.99889252077562,48.5,18.3333333333333,"hot",1.68733887489259
2015-10-12 08:05:20,29.456,5,5.8912,50.6,18,"hot",1.11604201955556
2015-10-12 08:15:20,10.8333,2,5.41665,50.5,20,"hot",0.384016411
2015-10-12 08:21:20,1.976,2,0.988,50,19.5,"hot",0.0700448088888889
2015-10-12 08:44:19,2.75869999999999,1,2.75869999999999,52,18,"hot",0.109011563111111
2015-10-12 09:07:19,15.1877,7.03333333333333,2.15938862559242,53,19.5,"hot",0.591324661888889
2015-10-12 09:23:20,8.687,5.98333333333333,1.45186629526462,54,20.3333333333333,"hot",0.339906222962963
2015-10-12 09:31:20,0.165000000000006,1,0.165000000000006,54,21,"hot",0.00632830000000024
2015-10-12 09:40:19,0.322000000000003,1.01666666666667,0.316721311475413,55,22,"hot",0.0123497733333334
2015-10-12 10:39:19,1.51299999999999,1,1.51299999999999,55,25,"hot",0.0527532666666664
2015-10-12 10:46:20,0.579999999999998,1,0.579999999999998,56,24,"hot",0.0215708444444444
2015-10-12 10:57:19,3.38999999999999,1,3.38999999999999,56,22,"hot",0.133957733333333
2015-10-12 11:31:20,10.632,3.98333333333333,2.66912133891214,57,24.5,"hot",0.401594266666667
2015-10-12 12:11:20,4.851,1.98333333333333,2.44588235294118,56.5,28,"hot",0.16068129
2015-10-12 12:14:19,2.86000000000001,2,1.43000000000001,58,24.5,"hot",0.111352511111112
2015-10-12 12:27:19,0.152999999999992,1.01666666666667,0.15049180327868,57,31,"hot",0.00462331999999975
2015-10-12 12:31:19,0.195999999999998,1,0.195999999999998,57,33,"hot",0.00546709333333328
2015-10-12 12:53:19,0.278999999999996,1,0.278999999999996,57,37,"hot",0.00648519999999992
2015-10-12 13:02:20,1.398,1,1.398,58,32,"hot",0.0422444533333332
2015-10-12 14:00:19,0.463000000000022,1,0.463000000000022,57,40,"hot",0.00914785111111155
2015-10-12 14:13:20,12.793,7,1.82757142857143,58.5,27.6666666666667,"hot",0.458439524074073
2015-10-12 14:27:20,0.562000000000012,1,0.562000000000012,58,31,"hot",0.0176355600000004
2015-10-12 14:36:19,1.214,2,0.606999999999999,58,30.5,"hot",0.0388007888888888
2015-10-12 14:39:20,0.798000000000002,1,0.798000000000002,58,29,"hot",0.0268961466666667
2015-10-12 14:54:20,0.317999999999984,0.983333333333333,0.323389830508458,57,35,"hot",0.00813090666666625
2015-10-12 14:59:20,0.374000000000024,1,0.374000000000024,58,35,"hot",0.00999743555555619
2015-10-12 16:16:19,3.262,1,3.262,56,31,"hot",0.0947792222222222
2015-10-12 19:28:19,73.731,4.01666666666667,18.356265560166,52.25,22.5,"hot",2.54933124833333
2015-10-12 19:57:20,0.183999999999997,1,0.183999999999997,49,23,"hot",0.00556007111111104
2015-10-12 20:03:20,37.72,3.98333333333333,9.46945606694561,51.75,21.25,"hot",1.33709017777778
2015-10-12 20:08:19,7.125,2.01666666666667,3.53305785123967,51.5,20.5,"hot",0.256705833333333
2015-10-12 22:02:19,88.831,10,8.8831,52.7,20,"hot",3.37599254466667
2015-10-12 22:15:20,0.310999999999979,1,0.310999999999979,51,20,"hot",0.0112049844444437
